Company name Latin alphabet,NACE Rev. 2 main section,NACE_Section,Founded_Year,Company_Age,Status,Number of employees 2024,Number of employees 2023,Number of employees 2022,Number of employees 2021,Number of employees 2020,Number of employees 2019,Emp_Growth,max_employees,Scaler 2024,Scaler 2023,Gazelle 2024,Gazelle 2023,HighGrowthFirm 2024,aagr 2024,Legal_Form,B2B_or_B2C,Industry,Company_Description,Key_Activities,Scaler_2024,Gazelle_2024
ASPAPERSONAL GMBH,N - Administrative and support service activities,N,2011,13,Active,12,36.0,18.0,18,18.0,32.0,-0.625,36.0,0,1.0,0.0,0.0,0,-12.64195352637011,GmbH,Not found,Personaldienstleistung,"aspapersonal GmbH is a personnel service provider based in Bremen, specializing in temporary staffing and direct placement solutions, with over 10 years of experience as an owner-managed company.","Personaldienstleistung, Zeitarbeit, Personalvermittlung in Industrie und Handel. The company offers employment services and provision of services to industry and commerce, mainly in the Bremen area.",0,0
IAS MENTAL HEALTH GMBH,S - Other service activities,S,2011,13,Active,117,117.0,117.0,117,117.0,117.0,0.0,117.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Erbringung von Dienstleistungen a.n.g.,ias mental health GmbH is a company based in Bremen that provides services in the field of occupational health management.,"EAP counseling for employees and leaders, organizational development, case-management, and BEM.",0,0
WESER-EMS VERKEHRSTECHNIK GMBH,F - Construction,F,2012,12,Active,10,10.0,10.0,10,16.0,,,16.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Verkehrstechnik,"weser-ems Verkehrstechnik GmbH provides consulting, planning, and deployment of traffic safety measures, including advising on and erecting/removing traffic controls at construction sites and roadworks.","Traffic guidance facilities, construction site barriers, and associated services for the planning, erection, removal, and maintenance of traffic control at construction sites.",0,0
KAMMLER & PARTNER ARCHITEKTEN UND INGENIEURE PARTG MBB,"M - Professional, scientific and technical activities",M,2012,12,Active,15,13.0,13.0,10,,,,15.0,1,,0.0,,0,14.47142425533319,Other,Not found,Architecture and Planning,"Kammler & Partner Architekten und Ingenieure PartG mbB provides shared provision of all services by a Dipl.-Ing. (FH) architect, bundling different competencies in architecture, expert opinions, and fire protection.","Architectural services, expert opinions (Gutachten), and fire protection (Brandschutz)",1,0
HEPTACOM GMBH,J - Information and communication,J,2012,12,Active,28,22.0,21.0,18,19.0,13.0,1.1538461538461537,28.0,1,0.0,0.0,0.0,0,15.86755482954834,GmbH,B2B,Software development,"HEPTACOM GmbH is a Shopware Partner Agency based in Bremen that provides consulting, conception, design, and development for Shopware online shops.","Shopware consulting, conception, design, and development; Shopware plugins.",1,0
DJH GEMEINSAM ARBEITEN GEMEINNUETZIGE GMBH,Q - Human health and social work activities,Q,2012,12,Active,40,40.0,40.0,40,40.0,,,40.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2C,Youth hostel and hotel management,"DJH Gemeinsam Arbeiten gGmbH is a non-profit subsidiary of Die Jugendherbergen gGmbH that employs people with disabilities at youth hostels and a booking/service center in Bremen, Germany.","Employment of people with disabilities, operation and management of youth hostels in Aurich, Leer, Oldenburg, and a service and booking center in Bremen.",0,0
HECA LACKIER- UND KAROSSERIEFACHBETRIEB GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2012,12,Active,21,31.0,32.0,27,20.0,20.0,0.05,32.0,0,1.0,0.0,0.0,0,-8.035860787295979,GmbH & Co. KG,B2C,"Lackierung von Kraftfahrzeugen aller Art und deren Zubehör und Bestandteile, sowie Lackierung und Reparatur von Fahrzeugen",HECA Lackier- und Karosseriefachbetrieb GmbH & Co. KG is a car body shop and automotive paint shop in Bremen focusing on repair and refinishing work.,"Lackierung von Kraftfahrzeugen aller Art sowie deren Zubehör und Bestandteile sowie andere Gegenstände, Maschinen und Geräte jeglicher Art und die Übernahme von ...",0,0
HTB HANSEATISCHE FONDSHAUS GMBH,K - Financial and insurance activities,K,2012,12,Active,16,16.0,16.0,15,10.0,,,16.0,0,1.0,0.0,0.0,0,2.174590985807079,GmbH,B2C,Immobilien,"Die HTB Group ist ein bankenunabhängiges Unternehmen mit Sitz in Bremen, spezialisiert auf Alternative Investment Fonds (AIF) und Real Estate Asset Management.","Alternative Investment Fonds, Immobilien-Asset-Management, Investmentfonds (KVG, KAGB § 44)",0,0
OIG MARKETING E. K.,"M - Professional, scientific and technical activities",M,2012,12,Active,15,15.0,15.0,15,,,,15.0,0,,0.0,,0,0.0,Other,Not found,Not found,OIG Marketing e. K. is a marketing company registered in Bremen with a focus on lead generation and targeted sales promotion. The company was founded in 2014.,"Lead generation, targeted sales promotion, marketing services",0,0
WUERTH LOGISTICS DEUTSCHLAND GMBH,H - Transportation and storage,H,2011,13,Active,20,20.0,20.0,20,20.0,,,20.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Logistics,"Würth Logistics Deutschland GmbH is an independent logistics specialist within the Würth Group, located in Bremen, and coordinates imports from Asia and exports from Europe.","4PL service provider; planning, organization, and management of supply chains; freight and logistics services.",0,0
NEUTRALOG GMBH,H - Transportation and storage,H,2011,13,Active,28,29.0,25.0,40,20.0,17.0,0.6470588235294118,40.0,0,1.0,0.0,0.0,0,-11.20959982573994,GmbH,Not found,Logistics and supply chain,"NEUTRALOG GmbH was founded in 2011 in Bremen. The company operates as a logistics and transport specialist with a main branch in Bremen and an additional branch in Hamburg, focusing on container transport and related logistics services.","Complete logistics services including city transport, feeder transport, long-distance freight transport, and intermodal transport.",0,0
BLUE SERVICES GMBH,S - Other service activities,S,2011,13,Active,16,16.0,16.0,16,16.0,25.0,-0.36,25.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,General commercial services for other companies,"The company provides general commercial services to other companies, in particular ongoing accounting, including current VAT returns, and IT support.","General commercial services for other companies, ongoing accounting, including current VAT returns, and IT support.",0,0
RONALD MEYER GMBH & CO. KG,C - Manufacturing,C,2011,13,Active,15,15.0,17.0,18,18.0,18.0,-0.16666666666666666,18.0,0,0.0,0.0,0.0,0,-5.896397111897144,GmbH & Co. KG,Not found,Metallbau,Einer von mehreren Metallbauunternehmen in Bremen gegründet 1971.,Metallbau (Schlosserei und Schweißfachbetrieb); Stahlroste,0,0
FRIEDEBERG + GERSTENBERG GMBH,F - Construction,F,2011,13,Active,12,12.0,13.0,14,14.0,12.0,0.0,14.0,0,0.0,0.0,0.0,0,-5.008574840700353,GmbH,Not found,Maler- und Bodenbelagsarbeiten,"Friedeberg & Gerstenberg GmbH is a Bremen-based company specializing in painting, flooring, drying, renovation, and acoustic and drywall construction.","Painter and flooring works (Maler und Bodenbelagsarbeiten), drying work, renovation work, acoustic and drywall work.",0,0
SALTZ-TRAINING GMBH,J - Information and communication,J,2010,14,Active,16,16.0,16.0,15,13.0,13.0,0.23076923076923078,17.0,0,0.0,0.0,0.0,0,2.174590985807079,GmbH,B2B,Training and certification in the IT sector,SALTZ-Training GmbH is an IT and professional training provider offering certification and education services.,"IT training and certification, professional continuing education, project management training, Microsoft 365 training",0,0
DATENSCHUTZ CERT GMBH,J - Information and communication,J,2008,16,Active,22,20.0,21.0,19,17.0,18.0,0.2222222222222222,22.0,0,0.0,0.0,0.0,0,5.008154675569521,GmbH,Not found,Technology certification,datenschutz cert GmbH is a Bremen-based company that provides IT security and data protection certification.,"ISO/IEC 27001 certification, Common Criteria-based security certification, accreditation by BSI, Bundesnetzagentur, and the Bremen data protection authority.",0,0
TIEMANN LANDTECHNIK GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2010,14,Active,107,107.0,107.0,107,107.0,,,107.0,0,0.0,0.0,0.0,0,0.0,GmbH & Co. KG,Not found,agricultural technology,Tiemann Landtechnik GmbH & Co. KG is a subsidiary of the Tiemann Group that specializes in agricultural technology.,Selling agricultural equipment and used machines; providing rental tractors; acting as a used machinery center with brands such as A1-Traktor.,0,0
SB MOEBEL BOSS HANDELS GMBH & CO. KG BREMEN,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2011,13,Active,14,15.0,13.0,16,19.0,,,19.0,0,0.0,0.0,0.0,0,-4.353440861380542,GmbH & Co. KG,B2C,Furniture and Home Furnishings Retailers,SB Möbel Boss Handels GmbH & Co. KG is an active furniture retail company headquartered in Bremen.,"The company operates retail shops selling living?room, bedroom, dining?room furniture and home decor. It is also engaged in furniture wholesale and retail.",0,0
AMAS HEALTH & SAFETY GMBH,Q - Human health and social work activities,Q,2011,13,Active,24,21.0,21.0,21,20.0,20.0,0.2,24.0,0,0.0,0.0,0.0,0,4.551591714942038,GmbH,B2B,arbeitsmedizinischer und sicherheitstechnischer Dienst,"AMAS Health & Safety GmbH offers occupational health and safety services, with offices in Bremen and Nienburg, for companies.","Occupational health and safety services and examinations (fitness and offshore), health promotion services.",0,0
3TXPERT GMBH,J - Information and communication,J,2011,13,Active,14,12.0,11.0,11,,,,14.0,0,,0.0,,0,8.37067626618271,GmbH,B2B,software development,"3Txpert GmbH is a provider of industry-specific software for data visualization and control with IT consulting in Bremen, Germany.","Software for Cross System Workflow design and execution, SAP services and IT consulting.",0,0
IAS INTERNATIONALE ASSEKURANZ-SONDERRISIKEN GMBH & CO. KG,K - Financial and insurance activities,K,2011,13,Dissolved,10,10.0,11.0,10,10.0,9.0,0.1111111111111111,11.0,0,0.0,0.0,0.0,0,0.0,GmbH & Co. KG,B2B,Insurance,"IAS International Assekuranz-Sonderrisiken GmbH & Co. KG is an insurance company based in Bremen, Germany.",Distribution and broking of insurance policies and economic consultancy services,0,0
MEISSNER TAXEN GMBH,Q - Human health and social work activities,Q,2012,12,Active,16,16.0,15.0,16,,,,16.0,0,,0.0,,0,0.0,GmbH,Both,Sonstige selbstständige Tätigkeiten im Gesundheitswesen,"Taxi company and operator providing taxi services and certain authorized service activities in Bremen, Germany.","Charter of licensed taxis, courier/ messenger trips, and other government-permitted service trips",0,0
PROMOTIONPARK GMBH,"M - Professional, scientific and technical activities",M,2012,12,Active,14,29.0,29.0,27,55.0,82.0,-0.8292682926829268,113.0,0,0.0,0.0,0.0,0,-19.66192452749234,GmbH,Both,Marketing and Promotion Services,"promotionpark GmbH is a promotion agency and event promotion company based in Bremen, Germany that specializes in bringing products to customers.","Street promotion, trade fair and event, roadshow and store promotions, sales promotion at PoS and beyond, publishing marketing for newspapers, online marketing services.",0,0
RICON PERSONALLOESUNGEN GMBH,N - Administrative and support service activities,N,2012,12,Active,150,150.0,150.0,150,150.0,,,150.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Temporary employment agency activities (7820),"RiCon Personallösungen GmbH is a company based in Bremen that specializes in personnel solutions, security services, and painting services.","Employee leasing, security services, painting (Malerarbeiten), professional painting activities.",0,0
BRUNEL SERVICE GMBH & CO. KG,S - Other service activities,S,2012,12,Dissolved,90,90.0,88.0,88,88.0,87.0,0.034482758620689655,90.0,0,0.0,0.0,0.0,0,0.7519079320978062,Other,Not found,Not found,"Brunel Service GmbH & Co. KG is a German company located in Bremen and is a subsidiary of Brunel International, a global workforce solutions provider. It is referenced alongside other Brunel entities in official commercial registers and appears in Brunels imprint/legal notes. (Based on public registry and imprint references, not detailed financials)",Not found,0,0
POLARYS GMBH,"D - Electricity, gas, steam and air conditioning supply",D,2012,12,Active,12,19.0,14.0,12,10.0,10.0,0.2,19.0,0,1.0,0.0,0.0,0,0.0,GmbH,Not found,renewable energy,"POLARYS GmbH, based in Bremen, Germany, operates a commercial registration (HRB 28021)","distribution and installation of solar installations as well as planning, development and operation of renewable energy",0,0
"BROSE FAHRZEUGTEILE GMBH & CO. KOMMANDITGESELLSCHAFT, BREMEN",C - Manufacturing,C,2012,12,Active,140,140.0,140.0,93,95.0,,,140.0,1,1.0,0.0,0.0,0,14.60802512987107,GmbH & Co. KG,B2B,Automotive supplier,Brose Fahrzeugteile GmbH & Co. KG is a German automotive supplier headquartered in Bremen that develops and manufactures mechatronic components and systems for the automotive industry.,"Development and production of mechatronic components and systems for vehicle doors, seats, electric motors, windows, and liftgates, as well as thermal management and steering applications.",1,0
EIN TEAM NEUSTA CAFE GMBH,I - Accommodation and food service activities,I,2012,12,Active,15,15.0,15.0,15,15.0,15.0,0.0,15.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,öffentliches Café / Bistro,Bremer company whose business purpose is operating a public café/bistro.,Operating a public café/bistro.,0,0
PROFISHOP GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2012,12,Active (default of payment),160,160.0,160.0,82,47.0,41.0,2.902439024390244,160.0,1,1.0,0.0,0.0,1,24.95933636668175,GmbH,B2B,Sonstiger Versand- und Internet-Einzelhandel,"PROFISHOP is a young, innovative and fast-growing B2B procurement platform with around 1,500,000 products. Its online platform serves professional buyers with purchases on account and personal consulting.","Internet-based B2B procurement platform offering over 1.5 million products from top brands for professional users, including purchases on account and personalized consulting services.",1,0
CASINO REKEN GMBH & CO. KG,"R - Arts, entertainment and recreation",R,2012,12,Active,10,10.0,10.0,11,11.0,13.0,-0.23076923076923078,13.0,0,0.0,0.0,0.0,0,-3.127069384853576,GmbH & Co. KG,Not found,Spielhallen und Betrieb von Spielautomaten,"Casino Reken GmbH & Co. KG is a company registered in Bremen, Germany (Handelsregister HRA 27562 HB) that operates amusement arcades and gaming establishments.","Operation of restaurants and amusement arcades as well as the installation and operation of gaming, entertainment and merchandise machines.",0,0
AIR MUSIC TECHNOLOGY GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2012,12,Active,43,43.0,42.0,42,42.0,42.0,0.023809523809523808,43.0,0,0.0,0.0,0.0,0,0.7874339956668752,GmbH,B2C,Software,"Based in Germany, AIR Music Technology started as Wizoo Sound Design, one of the early pioneers in virtual instrument technology, and now operates within the virtual instrument and audio software sector.","Virtual instruments, audio effects, expansions, sound packs, and software subscriptions for music production.",0,0
UNIONSTAHL NORD GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2010,14,Active,16,15.0,18.0,17,13.0,,,18.0,0,0.0,0.0,0.0,0,-2.000538994071077,GmbH,Not found,Wholesale trade in steel and metal products,UnionStahl Nord is the leading trading house for heavy plates and shipbuilding steel with its headquarters in Bremen. It is one of the leading heavy plate service centers in Europe.,"Wholesale of steel and metal products, particularly distribution of storage plates; full-range supplier of heavy plate and shipbuilding steel; cutting and processing solutions for hot-rolled steel sheets and heavy plates.",0,0
DSV FAIRS & EVENTS GMBH,H - Transportation and storage,H,2012,12,Active,1,1.0,2.0,140,140.0,100.0,-0.99,140.0,0,0.0,0.0,0.0,0,-80.74143214445822,GmbH,B2B,Freight forwarding company,"A freight forwarding company that executes transports and provides logistical services, in particular in the exhibition and events sector.","Exhibition and events logistics: consulting and planning, transport and handling of trade show and event materials and equipment.",0,0
MEDIAMARKTSATURN BREMEN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2009,15,Active,100,100.0,100.0,100,96.0,104.0,-0.038461538461538464,104.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,retail of consumer electronics (and related services),"MediaMarktSaturn Bremen GmbH is a subsidiary of Ceconomy AG, operating MediaMarktSaturn retail stores in Bremen, Germany.",retail sale of consumer electronics and related services,0,0
DMK BABY GMBH,K - Financial and insurance activities,K,2009,15,Active,30,34.0,25.0,41,44.0,46.0,-0.34782608695652173,47.0,0,0.0,0.0,0.0,0,-9.888725409627163,GmbH,Not found,Food and Beverage Manufacturing,DMK Baby GmbH is an entity within the DMK Group that focuses on dairy-based baby foods.,Production and distribution of dairy baby products and related food for infants and toddlers.,0,0
ALLOS HOF-MANUFAKTUR GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2012,12,Active,101,109.0,88.0,70,62.0,60.0,0.6833333333333333,109.0,1,1.0,0.0,0.0,0,12.99895952411168,GmbH,Not found,food,Allos Hof-Manufaktur is a company located in Bremen that positions itself as a pioneer in the natural and unadulterated food segment.,Allos Hof-Manufaktur manages its headquarters in Bremen and is active in the production of food products within the natural sector.,1,0
ROYAL GREENLAND VERTRIEBS GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2013,11,Active,21,27.0,28.0,31,34.0,35.0,-0.4,35.0,0,0.0,0.0,0.0,0,-12.17478931498243,GmbH,B2B,Fishing & Seafood,"Royal Greenland Vertriebs GmbH is the German sales and trading subsidiary of Royal Greenland A/S, located in Bremen, and engages in the import, trade, and export of fish and seafood products.","The company imports, trades, and exports fish and seafood products, including deep-frozen fish and other marine foods, serving wholesale partners and customers.",0,0
JUSTUS GROSSE REAL ESTATE GMBH,L - Real estate activities,L,2013,11,Active,15,21.0,25.0,22,,,,25.0,0,,0.0,,0,-11.98510144560919,GmbH,Both,Real Estate,"Justus Grosse Real Estate GmbH is a real estate company based in Bremen that acquires, develops, and sells land and provides residential, commercial, and other living and working spaces.","Acquisition, development, and sale of land, as well as rental and management of residential and commercial properties.",0,0
EGESTORFF IM ALTER ZUHAUSE GGMBH,Q - Human health and social work activities,Q,2012,12,Active,17,37.0,31.0,25,25.0,18.0,-0.05555555555555555,37.0,0,1.0,0.0,0.0,0,-12.06340655683641,GmbH,Not found,Altenpflege und Gerontopsychiatrie,Egestorff im Alter zuhause gGmbH is a gerontopsychiatric and dementia care facility located in Bremen that provides stationary and ambulatory nursing services for elderly people.,"Stationäre Altenpflege, ambulante Pflege, Tagespflege, Kurzzeitpflege, Intensivpflege, Demenzpflege, und Wohngruppen für psychisch kranke ältere Menschen.",0,0
STC CARGO GMBH,H - Transportation and storage,H,2014,10,Active,12,9.0,9.0,11,12.0,12.0,0.0,12.0,0,0.0,0.0,0.0,0,2.942849840017869,GmbH,Not found,logistics,"Since 1998, STC Cargo GmbH has been synonymous with quality logistics services in shipping and transport.",Logistics services in shipping and transport,0,0
ATLANTIC HOTELS MANAGEMENT GMBH,S - Other service activities,S,2014,10,Active,60,55.0,52.0,38,41.0,,,60.0,1,1.0,0.0,0.0,0,16.44545743112158,GmbH,Not found,Hotel Industry,"ATLANTIC Hotels Management GmbH is the management company of the ATLANTIC Hotel group operating in Germany, located at Ludwig-Roselius-Allee 2 in Bremen.","Hotel management, wellness hotel and conference hotel operations, reservations, and front office services across multiple hotel properties in Germany and Austria.",1,0
L & P CAR DESIGN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2015,9,Active,12,9.0,15.0,17,16.0,4.0,2.0,17.0,0,0.0,0.0,0.0,0,-10.96158065983813,GmbH,Not found,"Industrie, Produkt- und Mode-Design","L & P Car Design GmbH is a company from Bremen, Germany active in mail-order and related services, including online sales of auto accessories and parts.","Online shop for auto accessories and car parts (brands L&P Car Design, Murska, LeCo, LP Autoteile, Klett-IT). Offers products such as exhaust tips, license plate holders, car polish, and car care items.",0,0
TEAMKAIROS GMBH,"M - Professional, scientific and technical activities",M,2014,10,Active,20,20.0,20.0,15,15.0,18.0,0.1111111111111111,20.0,1,1.0,0.0,0.0,0,10.06424162982089,GmbH,B2B,Unterricht a. n. g.,"teamkairos GmbH provides consulting services, personnel development measures, coaching, and training for companies and public institutions, focusing on inner development and organizational transformation.","Consulting, training, and coaching on inner development, leadership, sales, and organizational transformation.",1,0
HANSA BAUSERVICE GMBH,F - Construction,F,2013,11,Active,16,14.0,12.0,12,14.0,10.0,0.6,16.0,1,0.0,0.0,0.0,0,10.06424162982089,GmbH,Not found,Not found,"Hansa Bauservice GmbH is a company registered in Bremen, Germany with the district court HRB 29245.","Installation of thermal insulation composite systems, plastering, grouting, and screed work.",1,0
WILLI GARTEN- UND LANDSCHAFTSBAU GMBH,N - Administrative and support service activities,N,2015,9,Active,14,15.0,16.0,16,16.0,,,16.0,0,0.0,0.0,0.0,0,-4.353440861380542,GmbH,Both,Garten- und Landschaftsbau / Gartenwirtschaft,"Willi Garten- und Landschaftsbau GmbH is a garden design and landscaping company based in Bremen, Germany, offering professional landscaping and tree care services.","Garden design, landscaping, tree care, and related outdoor construction services for residential and commercial clients.",0,0
MARTINSCLUB KATTENTURM GGMBH,Q - Human health and social work activities,Q,2015,9,Active,23,18.0,17.0,18,16.0,14.0,0.6428571428571429,23.0,0,0.0,0.0,0.0,0,8.513834525440544,GmbH,Both,Social services,"Martinsclub Kattenturm gGmbH is a social service provider and café/restaurant in Bremen, Germany that focuses on inclusion and offers support for people with disabilities and school assistants.",Café and restaurant services; social and disability support programs; support for school assistants and inclusion initiatives,0,0
AKKODIS GERMANY AS&D GMBH,"M - Professional, scientific and technical activities",M,2013,11,Active,520,520.0,520.0,526,693.0,746.0,-0.30294906166219837,746.0,0,0.0,0.0,0.0,0,-0.3816831033172208,Other,B2B,Engineering consulting,"Akkodis Germany AS&D GmbH is a branch of Akkodis, a global digital engineering consultancy specialising in human-centered AI, data, cloud and edge computing services for enterprises.","Digital transformation, software development, automation and product development to help companies optimise their processes.",0,0
HEGEMANN GMBH,F - Construction,F,2012,12,Active,90,90.0,90.0,96,138.0,,,138.0,0,0.0,0.0,0.0,0,-2.128308970778414,GmbH,Not found,Dredging and hydraulic engineering,"Hegemann GmbH is a company based in Bremen, Germany, engaged in dredging and hydraulic engineering as well as industrial and environmental services.","Dredging and hydraulic engineering, industrial and environmental services, and security services",0,0
ATLANTIC HOTEL WILHELMSHAVEN GMBH,I - Accommodation and food service activities,I,2015,9,Active,111,115.0,108.0,82,95.0,99.0,0.12121212121212122,115.0,1,0.0,0.0,0.0,0,10.62069315862417,GmbH,Both,hotels and conferences,"ATLANTIC Hotel Wilhelmshaven is a 4-star hotel with conference facilities operated as a GmbH in Bremen, Germany.","4-star hotel accommodation, conference and event facilities, wellness amenities (pool and sauna)",1,0
SCHOMACKER BURGDAMM GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2013,11,Active,103,101.0,93.0,65,56.0,56.0,0.8392857142857143,103.0,1,1.0,0.0,0.0,0,16.5846274802522,GmbH,B2C,Nahrungsmittel Einzelhandel,"Schomacker Burgdamm GmbH is a Bremen-based branch of EDEKA Schomacker that operates a food supermarket, according to EDEKA Schomacker's branch information.","According to the company register, the company's purpose is retailing food products; the EDEKA branch offers a range of fresh and specialty products from renowned brands and local specialties.",1,0
TEAM BEVERAGE GROSSHANDEL GMBH,N - Administrative and support service activities,N,2015,9,Active,20,20.0,20.0,20,20.0,,,20.0,0,0.0,0.0,0.0,0,0.0,Other,Both,Wholesale trade of beverages,Team Beverage Großhandel GmbH is a wholesaler in the beverage industry based in Bremen.,"Supply of beverages and related products for gastronomy, wholesale, and retail customers",0,0
GASTIVO PORTAL GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2013,11,Active,20,20.0,20.0,20,20.0,,,20.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,E-commerce,"a digital ordering portal and marketplace for the gastronomy sector based in Bremen, Germany.","Digital ordering portal and marketplace for restaurants, offering ordering services, supplier collaboration, and a wide range of food or beverage products.",0,0
TAXI WELT GMBH & CO. KG,H - Transportation and storage,H,2015,9,Active,15,15.0,20.0,29,40.0,36.0,-0.5833333333333334,40.0,0,0.0,0.0,0.0,0,-19.72793776631658,KG,Not found,Taxi and Limousine Service,"The company is a taxi and limousine service based in Bremen, Germany, providing local city transportation and related services.","Taxis, limousine services, airport transfers, medical transport, messenger trips, sightseeing tours, and other passenger transportation in the Bremen area.",0,0
REWE DANIEL PETRAT OHG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2015,9,Active,30,30.0,30.0,30,,,,30.0,0,,0.0,,0,0.0,Other,Both,grocery retail,REWE Daniel Petrat oHG operates REWE supermarkets as market leader in grocery retail in the region.,Operates REWE supermarkets selling food and daily essentials; offers business store supply solutions.,0,0
PFLEGEZENTRUM ROTENBURG-SCHEESSEL GMBH,Q - Human health and social work activities,Q,2015,9,In liquidation,1,170.0,170.0,170,170.0,170.0,-0.9941176470588236,170.0,0,0.0,0.0,0.0,0,-81.94834494021887,,,,,,0,0
DRAHT DRESSEL GMBH & CO. KG,C - Manufacturing,C,2015,9,Active,18,21.0,18.0,19,20.0,20.0,-0.1,21.0,0,0.0,0.0,0.0,0,-1.786097476587745,GmbH & Co. KG,Both,Fence and security systems,"Draht Dressel is a fence and security systems specialist based in Bremen, Germany serving both private and commercial customers.","Fences, gates, barriers, and access systems",0,0
FREIE GASTRO UNION BREMEN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2015,9,Active,35,35.0,23.0,22,26.0,39.0,-0.10256410256410256,51.0,1,1.0,0.0,0.0,0,16.73877216503947,GmbH,Not found,Handelsvermittlung von sonstigen Nahrungsmitteln,Freie Gastro Union Bremen GmbH is a company registered in the commercial register of Bremen and operates in the gastronomy sector.,"According to business data, the company is associated with beer production and is listed in beer distribution companies in the DACH region.",1,0
TNT GERUESTBAU GMBH,N - Administrative and support service activities,N,2014,10,Active,12,12.0,12.0,12,12.0,,,12.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Gerüstbau (scaffolding),"TNT Gerüstbau GmbH is a scaffolding (Gerüstbau) company based in Bremen, Germany offering a range of scaffolding systems and related services.","Scaffolding systems (Blitzgerüste, Allroundgerüste) and related construction services.",0,0
KINESCOPE FILM GMBH,J - Information and communication,J,2015,9,Active,26,41.0,46.0,39,32.0,8.0,2.25,46.0,0,0.0,0.0,0.0,0,-12.64195352637011,GmbH,Not found,film production,KINESCOPE FILM is an independent film production company based in Bremen.,Producing films and advertising films as well as all related business activities.,0,0
ATLANTIC GRAND HOTEL TRAVEMUENDE GMBH,I - Accommodation and food service activities,I,2015,9,Active,69,86.0,83.0,68,86.0,91.0,-0.24175824175824176,101.0,0,0.0,0.0,0.0,0,0.4878125977779479,GmbH,Both,Hotels,"A beachfront hotel located directly on the Baltic Sea promenade in Travemünde, Germany.","Hotel accommodation, conference and event venues, additional services",0,0
M / S ANLAGEN- U. BEHAELTERBAU GMBH,C - Manufacturing,C,2015,9,Active,17,14.0,14.0,14,14.0,17.0,0.0,17.0,0,0.0,0.0,0.0,0,6.685884434218181,GmbH,Not found,Herstellung von Metallerzeugnissen,M/S Anlagen- u. Behälterbau GmbH is based in Bremen and specializes in plant engineering as well as metalworking and equipment construction.,"The company specializes in plant construction in the fields of plastic production and processing. It is involved in piping, hydraulics, and pneumatics.",0,0
BOULDER BASE GMBH,"R - Arts, entertainment and recreation",R,2015,9,Active,65,56.0,49.0,28,22.0,28.0,1.3214285714285714,65.0,1,1.0,0.0,1.0,1,32.40928541295158,GmbH,Not found,Athletics and sports (climbing) center,Boulder Base GmbH is a climbing gym operator in Bremen offering bouldering facilities and related services.,"bouldering gym, weekly route updates, birthday parties and other events for climbers",1,0
ATLANTIC HOTEL RENNBAHN CATERING GMBH,I - Accommodation and food service activities,I,2015,9,Active,25,20.0,,15,12.0,13.0,0.9230769230769231,25.0,1,1.0,,,0,18.56311014966876,GmbH,Not found,Erbringung von Gastronomiedienstleistungen,Catering GmbH operating Gastronomic services primarily for Atlantic Hotels.,"Gastronomic services, particularly for events and clients of Atlantic Hotels",1,0
BLUMEN PETERS BREMEN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2015,9,Active,23,18.0,18.0,18,16.0,20.0,0.15,23.0,0,0.0,0.0,0.0,0,8.513834525440544,GmbH,Not found,Nurseries & Gardening,"Blumen Peters Bremen GmbH operates a flower shop, plant retail outlet, and garden center with locations in Bremen and Bremerhaven.","Retailing flowers, plants, garden supplies, and related products.",0,0
JENS FEHNER E. K.,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2014,10,Active,45,45.0,45.0,45,,,,45.0,0,,0.0,,0,0.0,Other,B2C,Lebensmittel  Einzelhandel,The company operates as a retail grocery store in Bremen that sells food and confectionery items as part of the EDEKA retail brand.,Retail sale of food and confectionery; daily grocery products for consumers.,0,0
